Episode,Total Reward,Agent 0 Reward,Agent 1 Reward,Agent 2 Reward,Agent 3 Reward,Agent 4 Reward,Agent 5 Reward,Agent 6 Reward,Agent 7 Reward
828,[520.01458858],[106.55864543],[136.69376794],[75.6383199],[12.19858544],[98.22877237],[-21.29639086],[46.15661478],[65.83627359]
829,[650.88514779],[65.85570866],[123.88327924],[79.13904119],[81.33965683],[95.40844659],[0.],[115.37936888],[89.87964639]
830,[648.99331269],[50.74964645],[101.10395758],[81.46821214],[80.51103699],[73.4265734],[0.],[122.59250089],[139.14138525]
831,[551.03853513],[59.85430312],[82.40787147],[110.50783416],[102.43317991],[84.50107008],[-15.33850459],[66.67033941],[60.00244156]
832,[-134.64255206],[33.00306616],[-33.62809387],[-35.78405253],[0.34955614],[-3.32658012],[-85.82123935],[-19.11733152],[9.68212305]
833,[627.15973605],[100.22246987],[62.10912419],[86.3483357],[91.3937963],[88.43461692],[0.],[123.73755375],[74.91383932]
834,[597.81081927],[109.33526872],[60.32433647],[88.60586983],[84.30172313],[62.94648292],[0.],[100.65494539],[91.64219281]
835,[567.18998263],[103.39542585],[44.12848257],[117.52566528],[40.25915472],[102.76167931],[-1.8],[30.57780217],[130.34177274]
836,[-1077.73535218],[-137.35653022],[-136.435278],[-112.99285759],[-107.37922209],[-68.01842667],[-209.10479946],[-142.25043169],[-164.19780646]
837,[-1558.73925386],[-168.18491148],[-207.48916294],[-163.56528131],[-162.56780339],[-164.65248328],[-267.726122],[-227.93360789],[-196.61988158]
838,[-254.13111576],[47.66449425],[-47.29847366],[11.85613767],[-60.44710601],[-62.47033938],[-99.57228511],[32.61376165],[-76.47730516]
839,[646.06551766],[65.01419208],[68.07934289],[103.14442335],[116.49288441],[64.66738936],[0.],[100.89137518],[127.77591039]
840,[570.77450129],[60.38348502],[98.40110515],[122.23627622],[27.58686779],[59.44873756],[-0.00090964],[91.7396529],[110.97928629]
841,[-136.316712],[28.00350664],[15.94870878],[8.12455132],[-53.76145316],[3.90339943],[-92.84084861],[-18.82162508],[-26.87295132]
842,[604.72769492],[73.37071611],[84.75133216],[130.88025235],[86.71277002],[115.75366524],[0.],[56.70619653],[56.55276251]
843,[607.09547148],[102.16468408],[70.09434936],[82.585811],[91.64108406],[92.80120738],[0.],[76.27234615],[91.53598945]
844,[649.64575418],[97.96308222],[71.95126889],[88.99527664],[108.02319041],[70.41372531],[0.],[104.90893438],[107.39027633]
845,[661.11911751],[99.06846541],[89.81922132],[96.14972606],[62.45664431],[127.68776079],[-0.00308743],[73.78887628],[112.15151077]
846,[612.01206669],[104.93035356],[61.82759339],[88.9869532],[129.04384371],[75.14259821],[0.],[111.20271174],[40.87801287]
847,[-767.13323039],[-116.92359706],[-126.05741752],[-46.18775681],[-145.99946737],[-61.40185002],[-161.48011611],[-55.87883232],[-53.20419318]
848,[-2184.09712462],[-276.81925499],[-270.35862536],[-299.28092338],[-261.87703901],[-222.1489201],[-346.57471653],[-236.18059991],[-270.85704534]
849,[-177.39985165],[-19.41031487],[-11.66657308],[-50.73913402],[-36.05789001],[14.61048059],[-90.96883694],[36.0330365],[-19.20061982]
850,[622.747371],[114.48008906],[96.05500968],[44.36220489],[64.18398833],[128.83395431],[-6.78523492],[105.23578736],[76.38157229]
851,[641.58589611],[85.18821841],[143.90243733],[53.7148994],[63.76010393],[81.84023034],[0.],[92.01656996],[121.16343675]
852,[683.957291],[129.68988544],[59.08703455],[111.76502788],[126.21934776],[49.7164671],[0.],[79.40201353],[128.07751474]
853,[633.0057436],[88.44336784],[57.41984814],[118.66742149],[60.94012212],[74.38555102],[0.],[139.00525189],[94.14418111]
854,[620.79754266],[98.85597183],[105.27846838],[110.48950384],[39.76360391],[112.46116226],[0.],[105.08129134],[48.86754109]
855,[654.31195492],[87.21573664],[143.56379297],[113.36222877],[38.19686084],[109.74535404],[0.],[62.87836947],[99.34961218]
856,[-96.83736456],[-12.24287573],[-10.57484042],[-12.03590534],[-10.52600649],[-11.37865762],[-18.56420402],[-12.0525869],[-9.46228803]
857,[644.62658229],[64.09091774],[44.36695019],[131.19319771],[81.83103143],[66.12634612],[-0.00011107],[132.00496324],[125.01328692]
858,[304.50656742],[10.71070016],[49.75333867],[30.12102984],[137.42105348],[37.48425133],[-40.25220823],[49.0496951],[30.21870706]
859,[-525.26316005],[-45.16870937],[-75.20030867],[-56.42519321],[-63.99656827],[-61.83080402],[-114.03339392],[-41.33125534],[-67.27692726]
860,[666.77742253],[72.04319479],[62.44946659],[87.05662046],[114.56108009],[107.51007486],[0.],[105.94743085],[117.2095549]
861,[62.15330617],[44.77014901],[-20.86694288],[45.05013359],[-26.45973526],[58.91844081],[-71.97322929],[34.21059661],[-1.49610643]
862,[651.67439091],[115.5315698],[47.3953561],[126.34687896],[82.79033393],[95.6064658],[-0.00594959],[81.77294528],[102.23679061]
863,[29.60443257],[11.74047862],[18.86742706],[12.1715906],[13.61503221],[-2.39509261],[-20.01643055],[-3.39222018],[-0.98635258]
864,[641.29820452],[128.57305199],[104.28851605],[79.90585183],[81.67222348],[52.3284472],[-0.06566114],[101.39623867],[93.19953642]
865,[630.39355295],[75.53857258],[78.0148335],[110.30947616],[84.0778755],[128.0064961],[0.],[66.22389805],[88.22240106]
866,[-15.75108517],[22.8333721],[16.93862972],[12.75065336],[6.10235029],[0.23106998],[-71.83311241],[13.02541687],[-15.79946508]
867,[339.9023982],[19.67668386],[25.43999497],[73.75585243],[75.60342657],[39.84003389],[-41.69310112],[42.29909632],[104.9804113]
868,[-38.0340804],[19.9808508],[56.80635942],[34.57057698],[-27.20563737],[5.30789077],[-80.17813371],[-27.52217707],[-19.79381022]
869,[683.46777435],[142.41025004],[67.40404902],[72.39904052],[83.20773843],[96.4194718],[0.],[113.34604937],[108.28117515]
870,[536.85529089],[86.30198409],[41.11836731],[94.17440392],[52.53542262],[99.01878578],[-8.4145938],[76.0609041],[96.06001687]
871,[647.27002838],[123.41898207],[89.03580043],[66.0755623],[90.61579816],[88.27726889],[0.],[86.5532135],[103.29340304]
872,[669.11184542],[68.37917392],[43.6014857],[111.13868378],[106.01834273],[147.8369922],[0.],[104.3613409],[87.7758262]
873,[-23.74219578],[4.2276725],[-1.88685021],[-3.05994631],[4.85019392],[-4.0380164],[-16.66456366],[-2.3777746],[-4.79291102]
874,[547.92844882],[149.6391035],[79.03989827],[50.94564481],[44.15757023],[71.05978512],[-5.85284098],[61.63958562],[97.29970226]
875,[580.52580545],[37.08871342],[63.26385616],[114.83039744],[51.92989128],[113.15738082],[0.],[99.30901258],[100.94655375]
876,[-61.78791908],[0.08061787],[-7.78665589],[-6.92889501],[-11.37713677],[-6.51576111],[-17.29829656],[-8.77881999],[-3.18297159]
877,[-153.59474929],[-18.76682599],[-19.56300833],[-18.95003164],[-19.1548912],[-18.96704506],[-19.84673389],[-18.96415221],[-19.38206097]
878,[651.74484295],[91.98243919],[91.37636309],[68.41335634],[76.99295935],[106.47807964],[0.],[88.75974687],[127.74189846]
879,[456.55684172],[102.94773462],[77.43761114],[133.6350212],[39.91021663],[10.25614362],[-23.47603216],[73.2015163],[42.64463038]
880,[355.98253409],[52.9210036],[70.95865657],[90.39364053],[30.58156728],[11.90953244],[-31.51036215],[85.70896992],[45.01952592]
881,[645.58901895],[117.02730353],[63.17137287],[92.39656083],[69.56880267],[51.68957391],[-0.60403427],[124.8067601],[127.5326793]
882,[353.71698122],[91.7653791],[20.03474566],[44.75525565],[24.65806287],[25.06226532],[-39.51099117],[102.02301014],[84.92925366]
883,[611.05643726],[99.64007975],[51.39480475],[86.79930965],[47.73952675],[132.96057238],[0.],[116.19194939],[76.33019458]
884,[644.02557437],[116.79679337],[75.57145969],[80.10697968],[68.34687789],[102.53142845],[0.],[103.21242745],[97.45960784]
885,[477.68884848],[82.72908554],[5.15610392],[83.48609074],[87.18305111],[56.89950992],[-21.0967325],[102.83151703],[80.50022272]
886,[303.31110907],[54.88757653],[63.12235915],[26.15754357],[38.77144282],[25.50950302],[-8.1902],[40.01524178],[63.0376422]
887,[596.64863285],[53.50291743],[88.38015436],[88.86334585],[78.90395601],[104.82605581],[0.],[110.24863831],[71.92356509]
888,[477.49808524],[90.37215464],[34.85044747],[96.2579714],[97.89833489],[41.09101018],[-20.56007288],[88.6411577],[48.94708183]
889,[529.33250989],[78.03865018],[55.06059622],[87.48065892],[86.05768297],[51.93786178],[-8.49633424],[69.28095943],[109.97243464]
890,[652.600618],[123.26176527],[77.05913309],[119.8052076],[63.38372221],[69.06065327],[-0.00020999],[99.21967281],[100.81067374]
891,[654.90926243],[93.85210263],[64.8719458],[128.91066579],[106.77192891],[84.79313168],[0.],[79.8166941],[95.89279352]
892,[67.08828187],[-0.52133037],[16.26321861],[11.48375613],[2.80425217],[5.08465353],[-13.72378808],[15.82820686],[29.86931301]
893,[626.83215177],[139.00741062],[143.34960869],[59.44107976],[40.97153744],[61.51196467],[0.],[56.74308712],[125.80746348]
894,[526.95162761],[87.79799684],[47.76238733],[145.03708711],[46.76333623],[104.49189588],[-10.32705571],[40.33672612],[65.08925381]
895,[579.03072381],[129.44653757],[101.15873104],[82.28471815],[60.92345704],[64.54200868],[0.],[81.29282068],[59.38245065]
896,[547.64543032],[79.42866893],[94.22407392],[78.92982209],[67.66662813],[72.36466836],[0.],[78.20626805],[76.82530084]
897,[635.64869553],[127.71566839],[105.73263366],[72.76116724],[89.3919187],[50.68149183],[-0.17587386],[102.11163914],[87.43005042]
898,[581.48985662],[100.52217762],[84.35122137],[124.2990374],[38.96341789],[105.07118119],[0.],[50.930284],[77.35253714]
899,[706.9853587],[82.93775836],[74.77975831],[129.59222782],[95.55025988],[129.63517825],[0.],[88.67894304],[105.81123304]
900,[-802.98385882],[-86.51208188],[-115.30685024],[-122.76571081],[-72.07983254],[-46.08321627],[-172.70298512],[-63.42564135],[-124.10754061]
901,[-138.57901266],[-18.21402825],[-16.84210813],[-15.42396226],[-18.30069375],[-16.25516173],[-19.44374322],[-16.86093248],[-17.23838285]
902,[663.70463707],[57.84597145],[91.95365293],[148.72590411],[92.31812085],[134.01834226],[0.],[54.85712783],[83.98551764]
903,[618.98176936],[107.78502079],[95.09791991],[90.42943804],[43.15693549],[108.58130991],[-8.0967532e-05],[60.61462173],[113.31660446]
904,[692.05572092],[127.58366968],[72.02453852],[135.51962922],[57.27052601],[74.97684639],[-0.00252987],[116.23096867],[108.45207228]
905,[590.87615134],[82.52578325],[87.5671045],[98.45390803],[33.42139973],[119.91099412],[0.],[85.79088007],[83.20608163]
906,[651.01418574],[116.68124202],[146.38190716],[83.01664666],[46.16675665],[74.28203323],[0.],[110.88911713],[73.59648288]
907,[554.99669422],[69.73495904],[69.16895968],[78.58117566],[122.80090135],[58.072252],[-5.51475318],[82.42000086],[79.73319881]
908,[628.14565739],[84.96558811],[161.77568857],[59.23538166],[102.65416042],[82.81910884],[0.],[57.14839523],[79.54733456]
909,[374.44674552],[29.30382228],[49.24872994],[59.95652562],[55.61172042],[34.76485945],[-6.878],[84.37770542],[68.06138238]
910,[666.27212264],[89.53452298],[49.24574229],[108.06273249],[73.64267157],[106.14753008],[0.],[140.14239262],[99.49653062]
911,[666.7584162],[93.28979196],[125.56296572],[114.21124864],[89.2351712],[62.37196728],[-0.00012341],[119.43454348],[62.65285134]
912,[590.83184765],[73.34943782],[50.28469361],[93.27141774],[48.04004504],[121.46921648],[0.],[74.99253671],[129.42450025]
913,[667.21516582],[80.99698101],[79.70479094],[96.3527346],[110.21610677],[113.96649307],[0.],[86.43245492],[99.54560451]
914,[249.34563889],[68.07253872],[23.15233555],[53.2666158],[11.33863],[40.32521925],[-17.36372572],[19.53505812],[51.01896717]
915,[638.10376088],[85.1868753],[52.69304792],[68.4173595],[124.89135586],[92.44509109],[0.],[122.51493618],[91.95509502]
916,[549.89986145],[115.80850214],[77.37527263],[96.71427215],[50.09233461],[72.85858266],[0.],[64.0776646],[72.97323266]
917,[531.5080555],[95.86824529],[84.51581508],[97.21593655],[54.28331181],[68.51021038],[-9.90991207],[90.42170643],[50.60274205]
918,[220.00184554],[48.29962663],[42.34303924],[16.66329944],[17.12217809],[29.79520749],[-9.37118],[11.85231575],[63.2973589]
919,[664.82121357],[160.9137975],[50.44403526],[104.64259679],[42.72538928],[87.16047954],[0.],[92.90192948],[126.03298573]
920,[561.2640999],[112.32728542],[103.40876853],[62.47609635],[93.78765947],[69.03299536],[-2.00284667],[55.2286594],[67.00548204]
921,[648.69277802],[168.79862831],[70.56734172],[87.63728216],[92.26652123],[77.01077377],[-0.040946],[104.16066951],[48.29250731]
922,[630.74688631],[97.9242394],[75.15445751],[121.05316928],[48.42254078],[67.81320679],[0.],[100.53208924],[119.8471833]
923,[218.80268263],[1.55846571],[50.70632368],[73.3290482],[30.53053524],[35.16944817],[-35.11072991],[25.9630376],[36.65655394]
924,[-665.91803687],[-67.68207058],[-90.94090652],[-103.22382075],[-79.81400666],[-53.2377153],[-154.62468253],[-47.47976993],[-68.9150646]
925,[332.65961468],[102.01438178],[28.04662219],[11.7391454],[70.25301141],[67.28039868],[-44.74257692],[36.34130518],[61.72732696]
926,[245.74426518],[34.863371],[45.85795994],[43.62421647],[20.45173072],[5.65205335],[-36.88717212],[54.69296992],[77.48913588]
927,[678.41536921],[138.38451597],[59.60173299],[127.63545633],[73.15237241],[105.87600247],[0.],[60.68833658],[113.07695246]
928,[-125.67460637],[-1.68033482],[-26.4425702],[-12.99081679],[-7.64377976],[-16.82459188],[-86.28038963],[-3.39513705],[29.58301376]
929,[503.93503773],[82.40950247],[53.83459022],[74.76617528],[54.0612947],[94.05118484],[-16.90376381],[61.59241681],[100.12363722]
930,[601.28053449],[98.41161982],[61.30730065],[59.90207253],[128.240367],[26.03241278],[0.],[114.15225952],[113.23450219]
931,[511.61236396],[111.76712338],[75.1390419],[65.56143388],[82.02357181],[33.45185715],[-20.07553314],[107.8171277],[55.92774128]
932,[609.89353628],[125.33881697],[47.94418378],[104.88306842],[76.07215903],[71.70532993],[0.],[71.43331995],[112.51665819]
933,[-115.49718231],[-13.31390713],[-14.6725186],[-15.6271907],[-13.11673211],[-12.10529491],[-18.83793128],[-15.53765221],[-12.28595537]
934,[617.96698575],[104.09040335],[110.48543373],[60.84206939],[77.60159821],[85.43500988],[0.],[75.17288442],[104.33958677]
935,[611.10456037],[98.73199134],[52.70874193],[149.10732572],[81.1230636],[80.36915651],[0.],[68.69788173],[80.36639955]
936,[-603.47169605],[-70.99597169],[-27.13176835],[-67.28052105],[-105.62111564],[-92.44238891],[-148.19851675],[-63.0797757],[-28.72163796]
937,[637.83057725],[56.59356714],[92.94311421],[136.39711466],[53.46857642],[115.18783551],[-0.05235764],[53.69827312],[129.59445384]
938,[613.79887251],[93.02424097],[60.04366303],[119.64571976],[138.73089193],[69.61887597],[0.],[72.83132378],[59.90415707]
939,[643.99065119],[83.85239757],[89.84233897],[116.7039022],[87.81480686],[105.66711005],[0.],[74.5843587],[85.52573683]
940,[685.75146631],[133.90882431],[63.80188248],[68.04876652],[112.70682329],[67.67431884],[0.],[131.48742083],[108.12343004]
941,[630.74559693],[82.24916328],[140.94717591],[129.65038994],[42.0277425],[105.18821219],[0.],[79.90450938],[50.77840374]
942,[669.35693473],[127.1634659],[75.77211844],[88.58261205],[64.75643354],[106.35006818],[0.],[83.99989109],[122.73234554]
943,[528.27945513],[77.23540892],[91.14854841],[63.08210143],[63.66992253],[78.66810777],[-11.94045776],[97.98489775],[68.43092607]
944,[515.84543051],[63.96821486],[52.56053006],[159.46191877],[31.17047952],[104.76567501],[-4.02455472],[36.26689073],[71.67627627]
945,[578.28001206],[102.88308899],[91.85487295],[85.81922406],[56.86172301],[86.54245689],[0.],[82.52986921],[71.78877695]
946,[680.58007179],[74.74239098],[83.17522294],[74.12096436],[100.40314071],[116.43908293],[0.],[122.11171955],[109.58755032]
947,[517.34405116],[99.92092888],[104.54422039],[64.2436631],[37.91484778],[26.14379636],[-12.88998952],[88.26493886],[109.2016453]
948,[274.39030766],[64.52796194],[10.63602403],[45.59800376],[68.65786365],[44.58192912],[-47.68460074],[54.73310974],[33.34001617]
949,[655.58497547],[136.1514618],[78.76923244],[45.37887103],[125.18755255],[85.57645225],[0.],[55.73584614],[128.78555927]
950,[609.00174219],[116.00772787],[31.79225246],[89.81603641],[81.21445977],[70.12639691],[-9.99599161e-05],[108.14128655],[111.90368218]
951,[-133.08762248],[-14.85247041],[-16.48142124],[-16.34620447],[-16.90503027],[-16.3288793],[-19.38193691],[-16.66813617],[-16.1235437]
952,[645.32843116],[109.63551162],[91.34269952],[93.58974471],[115.10343815],[84.09821631],[0.],[112.57114258],[38.98767829]
953,[741.03752813],[116.04199703],[102.18084398],[141.80152],[89.75616902],[66.4995137],[0.],[115.78037303],[108.97711138]
954,[616.49088506],[58.57966335],[80.82929904],[128.73558379],[67.17808733],[93.81466868],[0.],[84.19985531],[103.15372756]
955,[193.97022886],[76.7301062],[20.46077631],[19.73386609],[32.51068052],[55.39128852],[-57.82401445],[49.10787246],[-2.1403468]
956,[659.3231211],[101.98244368],[55.86413167],[81.39160754],[131.37008141],[81.4717666],[-1.19619062],[134.51981535],[73.91946548]
957,[638.71624124],[54.71549618],[97.22386597],[92.77461247],[126.43685159],[84.36768587],[0.],[107.60944921],[75.58827995]
958,[651.62577984],[97.22627738],[83.49772053],[69.4784658],[114.50663926],[114.44800468],[0.],[84.03974585],[88.42892633]
959,[689.27148261],[113.3524117],[123.36233659],[80.51583738],[112.66500038],[86.59340305],[0.],[108.50463744],[64.27785606]
960,[274.42549959],[29.1647766],[15.41337338],[76.3029003],[43.28569916],[53.25428017],[-49.51637694],[77.70313596],[28.81771094]
961,[673.18377182],[134.08801652],[55.31504035],[84.6501567],[82.1754451],[119.1839975],[0.],[67.01760281],[130.75351284]
962,[-820.1879777],[-115.19553153],[-110.18197645],[-60.80683523],[-97.62431863],[-74.15746764],[-171.25960539],[-130.37378209],[-60.58846074]
963,[673.17427705],[140.70062964],[48.97777481],[122.52794271],[61.84806947],[60.28491345],[0.],[116.96980716],[121.8651398]
964,[549.06357057],[50.37217735],[71.38009025],[53.90904427],[86.21782128],[103.43919904],[-14.34477677],[111.61644074],[86.4735744]
965,[-644.83277509],[-97.02947886],[-78.21766877],[-95.16518723],[-106.17148206],[-38.65857764],[-149.65901727],[-46.67601586],[-33.2553474]
966,[726.84593794],[105.45162865],[92.89271724],[161.41665713],[19.26182643],[70.11622632],[0.],[160.32332273],[117.38355944]
967,[-103.33390677],[-13.96382683],[-13.28299979],[-15.64252301],[-10.38268554],[-11.87100719],[-18.56420402],[-9.50778367],[-10.11887673]
968,[536.19378283],[40.34686451],[40.080911],[108.70130275],[57.17705764],[71.16467975],[-8.25272166],[79.89668406],[147.07900478]
969,[608.30303633],[112.47734336],[71.84810801],[79.47086864],[94.50226087],[41.23966521],[-4.29427766],[162.10106046],[50.95800744]
970,[642.48120758],[118.13382683],[112.02835018],[103.06802743],[64.58493499],[78.97897958],[0.],[79.74079937],[85.9462892]
971,[-1230.28258326],[-121.29845137],[-88.07270369],[-164.09796715],[-158.96582475],[-160.74005007],[-231.16566397],[-141.06408406],[-164.87783821]
972,[-984.17373121],[-141.41660709],[-51.32315519],[-121.5755178],[-123.08075695],[-121.9886612],[-184.37789088],[-112.11008658],[-128.30105552]
973,[668.04246938],[111.1343812],[75.21227359],[112.28952074],[50.19274725],[104.44626688],[-0.04544495],[80.33948738],[134.47323729]
974,[-1288.7993078],[-120.54806055],[-129.72674971],[-132.01658431],[-159.50432889],[-196.82234938],[-230.07423302],[-186.76466075],[-133.34234118]
975,[642.30321985],[74.62837697],[80.81359723],[95.80547381],[99.02210883],[132.21068629],[0.],[114.8943852],[44.92859152]
976,[618.30030332],[104.82870273],[91.24317924],[128.6536828],[66.62039414],[65.14632097],[-0.00049847],[72.816121],[88.99240091]
977,[556.79605883],[65.27397217],[72.14075085],[94.09981221],[95.61124028],[75.82851996],[0.],[102.60825879],[51.23350458]
978,[329.69858339],[85.7120997],[2.18179152],[54.65437004],[67.34630909],[38.37008265],[-35.8467736],[75.72502253],[41.55568145]
979,[669.15264186],[101.72669942],[141.17944424],[128.71216463],[76.78322224],[77.74820141],[0.],[68.53582844],[74.46708148]
980,[565.81085032],[144.9365085],[73.94574588],[77.67467244],[41.57224471],[50.95298133],[-0.00027696],[64.94820847],[111.78076597]
981,[414.02219664],[9.25629785],[85.71386485],[109.08332287],[56.7078499],[63.32965674],[-24.62976351],[51.86279699],[62.69817094]
982,[-896.97229426],[-61.7786491],[-120.7530439],[-67.1990377],[-146.68482557],[-95.23500556],[-186.84960543],[-108.48501908],[-109.98710793]
983,[277.67992178],[22.59442534],[58.29065812],[38.47043079],[49.89779416],[34.58851033],[-22.16574508],[31.53508002],[64.4687681]
984,[545.17501808],[32.03022709],[41.20273221],[97.95734988],[94.43444538],[92.25958042],[-0.14483884],[51.66286583],[135.77265611]
985,[-166.06738162],[-10.36933924],[-49.95568348],[-7.23990826],[-1.79250515],[-2.7103634],[-87.48922144],[44.30876457],[-50.81912522]
986,[655.63810308],[105.85099103],[110.82036635],[87.56171746],[111.6814911],[78.37543165],[0.],[80.19086854],[81.15723695]
987,[646.5513107],[150.82712374],[56.70721658],[105.20524212],[74.92140105],[109.03804713],[0.],[113.60969498],[36.24258511]
988,[539.0628061],[114.5062569],[81.54696445],[101.56850671],[69.97058859],[66.70561478],[-9.16993459],[43.2424519],[70.69235735]
989,[708.05042024],[138.7742126],[63.42537169],[128.96142941],[80.20857928],[87.9539706],[0.],[119.24849323],[89.47836343]
990,[61.15050716],[-2.48623868],[22.18617492],[7.64672495],[62.07501221],[-3.65134691],[-67.15416814],[1.28854699],[41.24580182]
991,[582.75479436],[108.73787789],[77.93378566],[96.7922576],[62.54833828],[105.13431079],[0.],[59.93886255],[71.66936159]
992,[699.21900426],[104.0982074],[67.90890387],[96.81443116],[64.65170473],[115.56889211],[0.],[144.21534603],[105.96151897]
993,[467.56168414],[41.06002353],[47.6083251],[104.60131483],[105.12931732],[41.45754431],[-17.37128462],[33.50002127],[111.5764224]
994,[-233.15579748],[-13.95576724],[-29.18337904],[2.06096649],[9.28109905],[-46.288611],[-101.10941285],[-46.58610328],[-7.37458961]
995,[581.9018145],[90.76067754],[71.80777444],[136.97338115],[48.02389053],[104.08394628],[0.],[42.04099408],[88.21115047]
996,[633.02924669],[101.3458291],[75.60488246],[102.94093851],[68.67372887],[77.84839551],[0.],[94.42983646],[112.18563578]
997,[586.28163764],[93.14403095],[64.11060703],[93.95723707],[115.3739798],[52.21543934],[0.],[56.5928877],[110.88745574]
998,[117.22247373],[4.50258639],[28.42048866],[95.18231878],[-16.0397144],[-19.97266757],[-68.14456465],[55.24801669],[38.02600983]
999,[701.75775405],[81.31056132],[77.85707908],[145.25674396],[147.38240109],[67.66966918],[0.],[125.94478999],[56.33650943]
